topic_id,task_id,text
6,1213569379936638,general updates please update make updates to the three assets as outlined by [person] below: 1) acatitlán [person] 2024 2) blackstone real estate income and 3) blackstone private credit fund [person]
6,1213572899612197,daily task: missing asset class/sub asset class and bonds maturing in less than 2 years
6,1212423249661165,merge attribute upload
6,1213528473268588,"general updates [person], general updates [person] [email] general updates for st. andrews episcopal school in the ccp client report (new), page 11 is showing 0 commitments to the private markets asse"
6,1213527835606387,general updates [client] equity - loc structuring and reporting updates [person] [email] general updates can you please make some changes to how [person]'s personal loc is reflected in ? account is rj
6,1213439520474910,"general updates [person] benchmark not showing up [person]

 [email] 

general updates

similar problem to what happened with itd benchmark not showing up for [person] previously. in the ccp client re"
6,1213485474857747,"asset class missing, cost basis"
6,1213316010089865,urgent please attribute value question
6,1213222399679580,ensure that the 58 ml alternative investment attachments [person] sent over get processed by [person]
6,1213195906201691,"please update the sub-asset class from agency to treasury for vgit and vgsh, as outlined below by [person]"
6,1210368934469659,"please the update the jsd asset class, jsd asset sector, jsd asset sub-class, jsd investment group, to the corresponding asset class, asset sector, asset sub-class, investment group for jsdc's viking "
6,1213034603667135,remove asset class and sub asset class from all legal [client] and run the missing asset class and sub asset class audit
6,1213015471069480,missing sub asset class
6,1212993854282507,ma model adhoc data
6,1212830328445603,request to categorize unknown asset
6,1211144332179571,"please make the updates below for private equity i believe the private equity dgp investment is double-counted. i see it in (as it should be), but i suspect it is also included as “offline [client] .”"
6,1212533498980132,"please modify the name of this [client] devops view and save please modify the name of this [client] view, as i included the wrong issue type in the name: please modify to "" - devops - performance ano"
6,1212350326392125,create attribute
6,1212423630134063,"please investigate why the same value is showing for september 2025 - november 2025, in the ""aaa - ownership structure"" view for the etrade x19113 snapshot attachment of the view that [person] provide"
6,1210757279301162,"please update the deals linked in the description to include the alternative sub-asset class attribute in . please reference column d, titled ""category"" for the appropriate sub asset class for each de"
6,1211167995866982,"instance wide asset class missing review shared this message to team via email. pending asset class confirmation from team. hi @ [employee] ,
per our conversation yesterday, we completed an audit of a"
7,1215074249793735,[client] report changes
7,1215030331085505,[client] distributions
7,1213560771772443,[client] security
7,1214452929014208,[client] portal view
7,1214306515674510,- client portal updates
7,1214128690839917,rerun and deliver q1 2026 reports after reviewing client list
7,1214128690839897,report changes from friday
7,1213740310715754,edit [client] venture report
7,1213683806817242,[client] backfill
7,1213557700037489,new viewset and two new portal view for fj and nick using existing reports
7,1213529664638256,monk viewset update
7,1213266878099234,portal contact & view set standardization review
7,1213266878099209,[client] portal update for [person] family
7,1212927015176574,[client] quarterly reports maintenance items
7,1212436929029947,update [client] view for mos outsized cashflow to have online status = online and mos outsized cashflow > 5%
7,1212892231877471,we need to create a workflow to track [attribute = ccp - manager] is untagged in [client] 's environment
7,1210422570812986,check-in with [client] - do you need your full distribution?
7,1214845271868341,[client] report updates 05.14.2026
7,1214807520119287,client portal - view request
7,1214089582101424,update [client] structure
7,1214923725182302,summit report issue
7,1214825990058201,[client] venture fix
7,1214659329341796,[client] - evocative vs ecovative
7,1214788781453648,[client] recon issue
7,1214750326501557,[client] - skyknight 2026-04-15
7,1214658879727770,[client] - custodian feed
7,1214718908187208,[client] report updates
7,1214580879785195,hide from performance for [client]
7,1214545634087985,[duplicate] follow up on [client] - jmorgan apr26 ms statement here:
7,1214402902373846,[client] report 04.28.26 followup
7,1214366877985068,private investment view and recreate two portal views
7,1214324700410629,[client] community report questions
7,1214137312835025,[client] report additions/modifications
7,1214202930986407,[client] report issue research and fix
7,1214197909660762,"[client] dashboard edits please assist with the updates/ questions from [person] noted in his email below.

i included you on the email correspondence with [person]. please feel welcome to reply withi"
7,1214143273804856,[client] q1 report issue diagnoss and fix
7,1214142314561551,[client] alts transactions audit and update
7,1214128690839904,diamond report changes [id]
7,1213958747550683,view update for [client]
7,1213720700275788,[client] open items from meeting on 03/17
7,1214050707338229,[client] - artea secondaries ii
7,1213913057425400,task in process - follow up on updates made today please remove [client] [ [id] )
7,1213947758053989,4/1/26 private [client] master list for [client]
7,1208889774429455,[client] and open items
7,1213623258957484,follow up on summit public [client] and hf corrections please investigate the list of [client] below
7,1213633621968366,new [client] viewset
7,1213728810958508,missing [client] 2020 - alpine flex 2 distribution
7,1213620256597373,groq value for [client]
7,1213689824509601,[client] aua view
7,1213605275949095,artea secondaries for [client]
8,1215035004738931,"please update carribean direct as follows: it looks like the caribbean direct item needs to be modeled as a legal entity, not a security ✅it should be in as to who the owners are and what percentage a"
8,1213720909999614,"please create a workflow to override custodial price per share for contra [person] (entity id - [id] ) and contra avadel pharmace (entity id - [id] ), as outlined in the task description below purpose"
8,1213881919232601,"please double-check ownership percentages at each tranche of the investment in atg [client] opportunities fund, llc as of march 26th as outlined in the snapshot below. please recall that for each of j"
8,1215175759430374,please add 180 hawthorne - see details below
8,1215065926151937,"update rad [client] : see thread below after receipt of the $14.5 million wire, $1.5 million remains outstanding (plus interest on the full amount)."
8,1214753984304189,"ellipse world, inc. – series b-2 down round / nav update hi team, one of our portfolio companies, ellipse world, inc., closed a series b-2 preferred stock financing on may 5, 2026 (stockholder consent"
8,1214560917379764,"new stock position across different [client] security name: neotrail therapeutics, inc"
8,1214066375778361,impulse series d -
8,1214066265558170,update on range energy
8,1213764793272761,"please update the security name and ticker symbol in 's from glatfelter corp (glt) to magnera corporation (magn), as outlined by [person] below. view created here for reference: please update the secu"
8,1213750818018819,dsc investor 8505 llc showing a 27.9% reduction value?
8,1213740521028216,"please [client] 6800 ne 4th court deposit as realized. per [person]'s email in the task description below, please [client] 6800 ne 4th court deposit as realized. t's a deposit that was applied towards"
8,1213557103917349,range energy - series a-3 - closing
8,1213532560040482,follow up on ** - series a financing - closing**
8,1213250162382864,"follow up on updating both [person] and [person] [client] opportunities fund's investment in atg [client] opportunities fund additional context from harold:

good afternoon –
 
i am reaching out to co"
8,1212754398747375,update kickstart co-invest program transaction history
8,1212914537119808,"please look into and update voyager technologies, as it appears to be double counting. also, please confirm that this is not in private [client] , as [person] see's it twice in public [client] . per ["
8,1212891692584927,"general updates please add a transaction in to reflect the investment outlined in 's form description below, sold and closed out by the sponsor. the client received his portion on 12/31/2025. camp [em"
8,1212760111152826,equity v2 view -
8,1212632674178717,"please update the adjusted value for ssd and jpd's ownership of [client] , llc to $25k each as outlined by [person] in his snapshot provided below please update the adjusted value for ssd and jpd's ow"
8,1212313342457247,"check the kickstart funds in [person] in the attachment from [person] to see if there is any activity. if there is activity, keep in [person]/try to reconnect with fund manager. if there is no activit"
8,1212324717163168,follow up on organon & company common stock
8,1209119111945204,atg fund i research
8,1211973140742331,"please [client] down jpd's investment in bryn pharma noting here that bryn pharma (jpd) was zeroed out in , updated that position to show that this is realized and also checked the box that this deal "
8,1211928393748766,follow up on 1251 94th street option to purchase
8,1211784875462583,"range energy - labs please get this added for labs, refer to attached email. please let us know if any info is missing"
8,1211707659036866,"groq spv update pls refer to [person]'s email. please [client] groq spv (under nebula llc) investment with a cost basis of $9,910,388.50 with a value of $9,513,972.96. received back $489,611.50 as an "
8,1211709888116462,"cham convertible note - nebula please refer to [person]'s email
please let us know if anything is missing hello, yesterday (10.20.2025) we funded the attached convertible note into cham, llc through n"
8,1210368841341295,please assist with the anc orchard update per [person]’s email reminder: dfo has a custom attribute in the environment that says something like realized/unrealized for different alts. please update th
8,1211642594905212,gain losses - [client] - bike shed and type one llc hi [person] refer to [person]'s email attachments here. please let me know if anything is needed to proceed on this
8,1211591076446909,"general updates please reconcile the noted [client] noted in the task description by below in , as she suspects icapital may have introduced inconsistencies. [person] [email] general updates team, the"
8,1211614561830078,spacex mission to cesiumastro cost basis update please refer to [person]'s email and update cesium investment under labs cost basis to $30m.
8,1210873473199331,"obtain updated data to pass along to to update private investments in position
direct owner
the pacific edge
dune drifter llc
omada health inc. com
omada health inc. com corp () (series a-4 preferred)"
8,1211115427374809,"double check [person] to make sure the final notices for oaktree and monarch were captured we sold monarch [client] [client] v on 6/30/25.
 we sold oaktree opportunities xi on 7/1/25.
i reached out to"
8,1211174252797866,"please add/modify the total commitments for each holding to match [person] please change the total commitments for each of the following positions to the amounts specified below: security
direct owner"
8,1211059158138765,"please see the [person] updates attached current
new
action

✅uta [client] [client] [client] fund v lp
uta [client] [client] [client] fund v lp (dba consensys)
update 
tbv tbc spv, l.p.
tbv tbc spv, l"
8,1211568909960768,please update the balance of labs convertible notes to [person] to $46m as outlined by [person] in his email below please refer to [person]'s email/attachment and increase the balance of convertible n
8,1211010113803343,"direct deal view updates please update these [person] specific investments total
preliminary distribution
value
action
date fet value digital nomad i llc: fet value before distribution
0
0
add and or "
8,1211336784272621,please update [person] (nrus) (convertible note) - copy
8,1209266551195191,"please update the value of [client] as of 12/31/23 please check and update as necessary the four [client] below: holding name
price per share (as of 12/31/23)
value (as of 12/31/23)
direct owner id
en"
8,1209239561336912,"[duplicate] please update the orchard investment ( [id] , direct [id] )"
8,1211050370032944,[duplicate] please update [person] (nrus) (convertible note)
8,1211096314691887,"please update the securities below intrafamily receivable - piedrahita, [person] owes [person] [client] v
custom asset
$0.00 delete
intrafamily receivable - piedrahita, [person] owes [person] [client]"
8,1211213571202878,"please add the spvs below to [person] [client] llc spv adds under [person] [client] , llc please add the following 4 spvs: 6477 - mycelium movement llc (peus) by
6/18/21
6/18/21 awus
none
6,325,000.00"
8,1211248296208031,"please update [person] sorry, i just confirmed. i thought they closed a round that they ended up not closing. please [client] both positions at $0.01 per share. please [client] our common shares at $0"
8,1211308397722215,"please add groq spv under nebula, llc hi team,
we invested $10,400,000.00 into groq spv through nebula, llc on 8/26/25. will you please show a $10,400,000.00 investment as ""groq spv"" and [client] the "
8,1210954068272710,"update omada health hi, i just want to check on this one. i still see omada health listed as preferred stock - series e. the cost basis should be $1499993.05, and we own 83,399 common and [client] it "
8,1209444286674447,"please create a subsequent close interest (paid) transaction for vintage fund vi, lp please include the subsequent close interest transaction specified below under [client] position in vintage fund vi"
8,1210776568453812,"please include glas investments - details in the thread below. please update to share based if currently value based hi, i think we are missing one of the glas financings in labs. we own 1,017,022 ser"
8,1210848391209147,"please update the deals below - flamingo security
valuation
price per share
acepay inc () ((safe) simple agreement for future equity $10m)
$0
n/a
instasolutions gmbh () (almefy gmbh)
$0
n/a
micromobil"
9,1215182094399391,"process two dissolved oklahoma [client] for [client] : b three farming, llc and kkc company, llc"
9,1215171722141203,"general updates please set up the ownership structure and add the missing items for . **note: there are 4 different families, and they own some properties together, as indicated by below [email] gener"
9,1214847479459866,"please update [direct [id] ; [id] ] as outlined below by , referencing the excel file attached in the description please update using the excel file attached below for : direct owner id and entity id "
9,1214708661115872,[person] ownership change
9,1214202635419206,[person] ownership update
9,1213266878099219,ownership shuffle for 3 clients
9,1213232249669899,"[person] [client] , llc ownership change"
9,1212506159815500,osorno ownership audit and cleanup
9,1212389409300355,"dunlap family ownership update, attribute upload, new investment"
9,1212368123867755,[client] add holding account and security to 4 owners
9,1214923725182319,mineral interest ownership change
9,1205538026541333,begin retitling all personal assets into name of the [client] trust
9,1214923725182297,"[person] holding account, security, transaction, attribute and ownership change"
9,1214807520119277,"new thomas family legal entity, holding account, security, valuation and attributes"
9,1214779548086493,"general updates please review and process the spreadsheet containing the ownership structure for two different [person] families in , per 's request. note, she has added missing items as well. [person"
9,1214644887500599,"general updates please review the private investments coming through the data feed, and add the commitments, contributions, distributions where necessary for the estate of sheldon erikson family, as o"
9,1214714253737402,the estate of sheldon erikson family
9,1214644022564187,[person] family ownership change
9,1214452929014215,bradshaw ownership update
9,1214366877985053,ownership change
9,1214206770288933,general updates update the ownership structure and add the missing items for [person] as outlines below [person] [email] general updates update the ownership structure and add the missing items.
9,1214200236551915,"please move apparel consulting group llc [ [id] ] from direct owner [client] ii, lp [id] ] to [client] llc [ [id] ] move apparel consulting group llc [ [id] ] from direct owner [client] ii, lp [id] ] "
9,1214141606144576,please adjust ownership for one of the [client] (details in description) in we found an error in the ownership of dg bitnomial dating to the original funding. [person] shows j [id] owns 40%. jid actua
9,1205538026541845,please adjust ownership for one of the [client] (details in description) we found an error in the ownership of dg bitnomial dating to the original funding. [person] shows j [id] owns 40%. jid actually
9,1214050866728237,[person] view research and ownership fix
9,1211213290105296,"please match the ownership structure in for [client] in for the [client] household please match the ownership structure in for [client] in for the [client] household (not [client] ). further, please u"
9,1213893182537885,"please adjust the ownership % for npm family partnership ltd (see description below) within merge household per [client] ghobrial from [client] : within [client] merge household ( [id] ), please adjus"
9,1213881954010791,missing clyde street [client] llc - bernstein family lp
9,1213803956106620,general updates please create a separate household for the estate of sheldon - there should be 2 separate households as outlined by in the task description below [person] [email] general updates we ne
9,1213757087602666,ownership update
9,1213720656387866,please ensure [person] ownership % of the following [client] in matches the ownership % showing in please use this view to ensure that [person] ownership % of the following [client] matches the owners
9,1213740767596916,"please add the two new assets noted in the task description below to the groff family household , per [person]'s request please add the following two assets to as outlined below: add as an asset: netj"
9,1213622472453199,"general updates update [client] ltd. is 25% owned by 'ggg [client] trust', not the 'ggg family trust' in as outlined below [person] [email] general updates edit. [client] ltd. is 25% owned by 'ggg [cl"
9,1205749346551594,move all assets in into rev trust as of this summer to assist with this.
9,1212700717330260,"please make the updates outlined in the task description below associated with the 2020 revocable trust please reference the ""2026.01.06 revtrust ownership "" excel provided by [person] from aaa to vie"
9,1213142107476541,"please investigate why jld 2012 descendants has a direct owner id noted, but jlg descendants does not. please fix. please let us know if there are any questions here.

thank you!"
9,1213207960347801,"labs, llc for entrepreneur [client] i, lp"
9,1213093037365862,tellepsen ownership change
9,1212891696947545,thompson ownership change
9,1212832240413464,"modify ownership % for gsts to match latest ownership in (as of 9/30) ownership structure (as of 9/30) direct owner
owned entity
ownership %
meinig gst for [person]
pm operating ltd (merge)
35.31%
mei"
9,1212872921789616,dsc investor llc ownership change
9,1212760111152817,"validate merge ownership %, create those that dont exist"
9,1212680725503620,"please modify ownership in to match please make the following ownership changes (all open position dates should be 1/1/1990): security
direct owner
% ownership
comments
ams 2012 family trust
[person],"
9,1212589734075853,"update team, can you update the ownership percentages for faire [client] in to the below? please make these changes as of 12/31/21. these percentages will not change. created from slack:"
9,1212592735215083,please add ownership of class j nx step [client] class j nx step [client] in [client] (merge) is owned directly by the household. can you please mirror to have ams de llc as 20% owner and pm operating
9,1212358710054237,[person] same legal entity showing twice
9,1212295154438529,trousiam [client] pnt i llc
9,1212049436451598,emg iron ore holdco question
9,1211011619139740,"make sure [person] shows proper owners fyi...i just updated with the llc agreements. when you are updating [person], can you please double check the owners are correctly identified in etc. thanks
…..
"
9,1207859466652870,update of ownership of [person] [client] position please update [person] and to reflect that the [person] [client] investment owned by [client] and [person] is now in the trust per [person]’s email th
10,1212419572152824,vinebrook reit valuation updates
10,1213683806817212,exit date and valuation date
10,1215037646722409,valuation import | 2026-05-21
10,1214817389401299,valuation import | 2026-05-14
10,1214621550868255,valuation import | 2026-05-07
10,1214437425525058,valuation import | 2026-04-30
10,1214241088119031,valuation import | 2026-04-23
10,1214116626470981,valuation import | 2026-04-16
10,1214067047984048,valuation import | 2026-04-14
10,1213997057644791,valuation import | 2026-04-09
10,1213826003755230,valuation import | 2026-03-26
10,1213914821928339,valuation import | 2026-04-02
10,1213739840836357,valuation import | 2026-03-19
10,1213636882528177,valuation import | 2026-03-12
10,1213560178679340,valuation import | 2026-03-05
10,1213633621968349,latest valuation date
10,1213458385125930,valuation import | 2026-02-26
10,1213332826798453,valuation import | 2026-02-19
10,1213247850379863,valuation import | 2026-02-12
10,1213316321276703,horizon kinetics valuation update
10,1213073961686778,"general updates please update the valuations for the two investments for [person] as outlined below by [person]

 [email] 

general updates

please update the valuation of the following private invest"
10,1213222373003694,valuation update icon tech
10,1213191088224351,valuation update kindly human
10,1213141442992113,valuation import | 2026-02-05
10,1212993953180722,valuation import | 2026-01-29
10,1213195823022688,meeting and valuation import
10,1213138170417561,groq valuation update
10,1213129578404673,spacex valuation update
10,1212929711898392,valuation import | 2026-01-22
10,1212830949150635,valuation import | 2026-01-15
10,1212933163054685,"get jett texas company llc, 31 december 2025 statement logged in > hi [person], please add the valuation on the statement attached as a one-time valuation as of 12/31/2025 directly in for the security"
10,1212684727516611,valuation import | 2026-01-08
10,1212635758392197,valuation import | 2026-01-01
10,1212592707631995,valuation import | 2025-12-25
10,1212464535645404,valuation import | 2025-12-18
10,1212533697367297,green park brands valuation update
10,1212526922835442,lemon perfect valuation update
10,1212463427070763,our next energy valuation update
10,1212442473577182,valuation import | 2025-12-11
10,1212410198460462,follow up on neurox1 valuation
10,1212259686419477,valuation import | 2025-12-04
10,1210825437549145,valuation import | 2025-07-17
10,1211116430522781,valuation import | 2025-08-21
10,1212007841557495,valuation import | 2025-11-20
10,1212289635133800,valuation import | 2025-11-27
10,1211940138042575,valuation import | 2025-11-13
10,1211998247823114,updated valuations
10,1211721517714093,valuation import | 2025-10-16
10,1211938100539897,valuation import | 2025-11-06
10,1211851063978998,valuation import | 2025-10-30
11,1215171658549917,compile and file support ticket and bank
11,1215135659970471,[client] weekly audits
11,1215135564343980,"review [client] 2020 revocable trust - eiv fund [client] iii, llc inquiry email, reply, making updates as needed to [person]"
11,1215090628224475,cortex task creation test test description
11,1214752837873536,[client] weekly audit
11,1213683806817224,[client] liquidity profile
11,1213316010089873,review [client] task
11,1210190945994415,verify private [client] deals in [person] are not being double counted
11,1215135664087129,weekly task: trailing 12 month return audit for cash and equivalent accounts
11,1214411387029270,"[client] reporting updates notes to self

mcnally its should be zeroed out
altamira also should have recently received a return of [client] 
waud, guardian, nugo, and [person] should change all distri"
11,1214067987857052,review accounts with /missing data and compile what we need to fix for [client]
11,1213882008376475,daily task: account last verified week ending 3/27/2026
11,1212389408459179,[client] account return research
11,1214637636669049,[person] to identify which deals can be moved to (such as [client] without any cashflows or activity) [person] to identify which deals can be moved to (such as [client] without any cashflows or activi
11,1215149088707433,reach out to to request activity for 's and 's alternatives is great at sharing the statement on time. only reach out to remind him if he hasn't sent the statement by the second week of the new month.
11,1214842029049538,"please complete the statement upload - gbm mexico, gbm int'l, ms, inbursa & banorte for client [client] reports are generated on or around the 5th of the month for the previous month. for example a re"
11,1214659791535175,"request frost brokerage statements from [person] out to [person] at [email] she will provide the most recent [person] brokerage statement for [client] . once received, pass along to for processing."
11,1214658967291319,"obtain valuations and cash flows for manually updated positions in from [client] and/or [person]. this task is set to recur monthly (due to due dates), however, it should be completed quarterly shortl"
11,1214062693997866,call for upcoming quarterly alternatives [client] calls
11,1213959888288992,"conduct ips update with investment teams include sections for the slat and the 2015 [client] trust. also consider adding section on the investment diligence process, general [client] [client] procedur"
11,1211127159545735,review and update all onboarding projects in the tracker ensure all projects are up to date.
11,1208163606338240,review transactions
11,1215032336803989,questions for ic materials
11,1214976684414127,"[onboarding] kick off call - next steps email please send the email after the client kickoff call. tailor the template below to the client. for example, if the client already has an [person] account, "
11,1214414844793764,daily task - on all accounts
11,1214555768378567,security wrapper workflow for sma accounts
11,1214119438299497,review of eiv [client] fund iii files from [person]
11,1214128690839889,[client] large performance audit other than cash
11,1214053512881968,[client] weekly tasks
11,1213974494239969,follow up on context [client] [client] liquidity terms update letter referenced in email noted here:
11,1206431800599287,onboard assets - kevin confirm which household to include these in - vg or separate? vg confirm the investing entity name transfer investments to 's new onboarding template confirm which investments i
11,1213745144464050,palmilla k call
11,1213440791363731,review fj cash transactions sent over by [person] at fj
11,1213470736558363,"general updates [person], general updates [person]

 [email] 

general updates

please add the [client] style attribute for all accounts in the spreadsheet. these accounts should also me tagged to adv"
11,1212891952236224,"please investigate [person]'s questions relating to the hackman deals view in their , outlined below in his email please investigate and provide and update to [person]'s 2 inquiries below: 1. i wanted"
11,1210847317941986,"reach out to [person] for updated statements to update unlinked direct deals that require manual updates [person] out to [person] at to gather all statements over the past year (if it is 2026, reach o"
11,1213348241534645,"general updates please investigate how and advise how [person] should set up the [person] family in to run bills for them and have the same account be the billable account, as he outlines in the task "
11,1210857163048646,obtain valuations and cash flows for manually updated positions from [client] and/or [person]. reach out to [client] and/or [person] annually in december for valuation and cash flow information for un
11,1212716719939460,"check on banamex processing, then let [employee] know it's complete"
11,1213093037126921,daily task - on [client] accounts/security
11,1211799621376829,"please review positions in excel file provided by brad & cross-reference with [person] positions for [client] , to ensure that what is in matches what is on the list provided in the comment in the tas"
11,1212699772150183,"please run comprehensive report for the whole family in pdf form, as of 12/31/25 and send to [person] for his edits/ feedback per [employee] and i's working session with [person] this morning, he indi"
11,1209399344338674,"please start preparing client playbooks that are similar to dfo's collaborate with [person] on this project.
if possible, plan to prepare playbooks for five client each week. begin with the clients we"
11,1212818750933175,make sure polk investments (alternatives) k call gets noted by [person]
11,1212683088540664,please update the [client] loc activities from march 2025 through the end of 2025 as outlined in the spreadsheet provided by [employee] in the task below
11,1212466502722973,"review transactions in [client] complete the task until 2nd week of january, will reassess then"
11,1212480855010142,account statements for [client]
11,1212504676536838,"aheadcomputing, inc. not showing under direct deals view"
11,1207981470017411,conduct annual ips update
11,1212386270628288,mexico acc statements upload
12,1214923725182311,"direct lending opportunities fund iii, lp distribution notice - may 11, 2026"
12,1213882008376463,remove liability side of 850k loan
12,1212842799376591,[client] loan update
12,1212506159815490,dunlap family loans
12,1214451413707644,"general updates please assist with updating the three loans as outlined by tejal below tejal [client] [email] general updates repayment of 3 loans principal +interest from vm joint (chase 6005) to
1. "
12,1208662633252812,update the buddist temple loan
12,1214461606972055,"updates contacts: pcpef (cl and re funds) - [person], email: [email] pr revitalization fund and [person], email: [email] ar [client] funding - simon wachsberg, email: [email] kemah pr investments - [p"
12,1215064580772985,"new private investment [person], new private investment [person] [email] new private investment chicago atlantic credit opportunities fund iii [client] , ltd. alternative other private credit may 31, "
12,1213914026442524,"[client] monthly statements for february 2026 - 9002/9039/9040/9089/9090 attached please find the statements for 9002,9039, 9040, 9089, 9090. notes below for reference on how to go about these stateme"
12,1213987387406804,"general updates please update stellus private credit bdc is held under the account bbb trust - private placements, its final redemption happened in 02/27/2026, and distributed on 03/20/2026, for [pers"
12,1214274166099646,"9002/9039/9040/9089/9090 for march 2026 attached please find the statements for 9002,9039, 9040, 9089, 9090. notes below for reference on how to go about these statements 9002a - take the portfolio to"
12,1214060335142522,please update loans outlined within excel file below for rodrigo loan file:
12,1213890388793058,two [client] loans that are assets
12,1213913809450468,"[client] monthly statements for december 2025 - 9002/9039/9040/9089/9090 pls see below statements for 9002,9039, 9040, 9089, 9090. 9002a - take the portfolio total from the pdf statement for adding va"
12,1213826166622257,"within the patel margin reconcillation overview, please 1) add 100% to the line of credit calculations so that the line of credit amounts show as negative values in the advance rate and maintenance ra"
12,1213720341937132,"new loan please add a new loan from ksmv- to v&m joint, as outlined by tejal in the task description below tejal [email] new loan name of the promissory note.:
loan from ksmv- to v&m joint name of bor"
12,1213074257989538,"please include the two transactions as outlined by [person] noted below, please please record the following in and let us know if you have any questions - there is one loan and one investment: 1.
jan "
12,1212914630482670,"please look into the nuerberger berman, [person] [client] , internal debt,botany bay hilltop villas note receivable, and ppl items outlined below along with corresponding attachments outlined in [pers"
12,1201168751155774,add wade's loans and direct investment details
12,1212697796982024,promissory note addition
12,1201168751155904,"pay back loan from march 29, 2021 for $725,000"
12,1211999194740400,"new loan please add this new loan outlined by tejal [client] below - to [person] [client] [email] new loan name of the promissory note.:
vg 40mm fd name of borrower.:
[person] [client] - personal name"
12,1211999335345067,"new loan please add this new loan outlined by tejal [client] below - to [person] [client] 

 [email] 

new loan

name of the promissory note.:
parichutedonate llc

name of borrower.:
parichutedonate l"
12,1211999269443116,"new loan please add this new loan outlined by tejal [client] below - to [person] [client] [email] new loan name of the promissory note.:
vg 40mm fd name of borrower.:
[person] [client] - personal name"
12,1211457935755059,"updates to promissory notes / loan facilities - re naming convention per our discussion with [person] earlier today. [person], please reach out if there are questions. [employee] , i think anywhere th"
12,1211457588792168,"please see work texas loan first loan payment activity per our conversation with [person] earlier. access the schedule 

see first tab
the samaritan foundation charitable trust advanced $481,320 on 7/"
12,1204658653548556,"get further information about sfct loans/investment loans have yearly valuations
they have amortization schedules for two of the loans. [person] will provide."
12,1211123640769748,"please update [person] loan - see excel linked below has $289,264.66 as the balance for the l bennett loan
additional interest was added; the payments are listed in the spreadsheet.
see the excel"
12,1211127002771464,[] process to record promissory notes this is a guide on how to record notes
12,1210939775599702,please add three intercompany loans with appropriate attributes for the [client] outlined in task description. please reference 'sample view 8 - loan overview' in when adding these intercompany loans 
12,1210861467385775,please update technologies satisfaction and release of promissory note agreement please see updates below for technologies
12,1210794211695448,please add the loan values in the spreadsheet to . add the [client] sub asset class. we will update with rates and other information once provided by the client access the file lrog column b line 20 i
12,1210777924016521,"update historical cash flows for ab private credit investors middle market direct lending fund ii, l.p. in [person] thank you for creating the template for this. let's work on uploading the cashflows "
12,1210616118780507,"please add the promissory note below in this is a guide on how to record notes in date: 4/1/24
loan amount: $785,000
name of borrower: farpoint ([person] [client] )
name of lender: 2020 revocable trus"
12,1210505106078149,"ab private credit investors middle market direct lending fund ii, l.p. reconciliation"
12,1210342724075332,please create an inter-entity loans for [client] please create inter entity loans for the two [client] below (lender for both is [person] [client] 2003 trust). below are the amortization schedules and
12,1206759577860827,"new loan [employee] , new loan [employee] 

 [email] 

new loan

name of the promissory note.:
promissory note

name of borrower.:
milo funding

name of lender.:
secured mortgage fund

date of loan.:
"
12,1209755695703459,look into the private diamond bank loan - see thread below
12,1209703177104689,recording promissory notes in this is a guide on how to record notes
12,1203323057345128,pay off the sfg loan at before eoy
12,1208662999215033,"add a promissory note of $200k as of january 1st, 2024 , [person] is selling 32% of his interest in motor trends to [person].
the promissory note is $200,000.
lender: awaap
borrower: [person]10/23/24 "
12,1208662448558458,look into core senior lending -
12,1208512353331747,"[client] requests 10/10/24 [person], please see the details which should be added to the holding 'loan to [person]: initial investment
committed [client] invested [client] 9/6/22
15,000,000
15,000,000"
12,1208491864905331,"please remove black moon mining, llc from and update the loans in the spreadsheet for the new loans on the spreadsheet
lender: [person] [client] borrower: ana p
lender: [person] [client] borrower: car"
12,1208485323907401,"[client] review requests holding name
initial investment date
commitment amount
 [client] asset class
singapore property - the sale (real estate)
3/11/22
1,372,239
real estate
sapphira's condo @ dc
6/"
12,1205846039506631,work with tax and legal team for [client] to trace all payments that went into line of credit - ensuring all were titled correctly - and ask about joint private investments paying into separate proper
12,1208318895115516,please update quan am temple inc.
12,1208240939182709,please record the details for 1416 gears rd. promissory note this is a guide on how to record notes
12,1208263704914283,please add the loan below to lender name: [person] [client] borrower name: [person]payments
12,1208163312808302,"please include the loan payment below borrower: [person]
lender: teal tuna, llc
loan amount: $250k
loan date: 12/5/23
payment amount: $100k
payment date: 08/26/24"
13,1215152485414425,"please hide the online positions for the deals below once the accounts are feeding direct owner
alternative acct wer
ares core infrastructure fund (aci)
[person] [client] chicago atlantic credit oppor"
13,1215135659970480,delete caribbean direct [client]
13,1213618014430777,"general updates [person], target allocation models deletion [person]

 [email] 

general updates

i am trying to clean up asset allocation models and targets in firm admin and there are several test m"
13,1213127498279378,bring transaction history to merge position up until 9/30/2025
13,1212533498980138,please modify the open position dates on clients in merge
13,1211455631353183,"[client] with duplicate ids see below for all [person] [client] which have duplicate ids assigned: holding name
direct owner
direct owner id
entity id holding id
patientfi [client] [id] [id] 308729
mo"
13,1213984397038754,"please remove the $100,000 distribution on 06/02/2025 for [person] 6 [ [id] ] and please register all transactions shown in pesos with the fixed exchange rate at 20 please let me know if you have any "
13,1213764051739834,"delete all ""delete after"" views with dates < today for . eu, [client]"
13,1213655707530858,move mariner history into [person] linked positions to avoid double counting as of 9/30 please move the transactions from the positions with history into the correct position (which should be linked t
13,1213557568926478,"please move all transactions before 9/30 from legacy to [person] linked positions please move:
 all transactions before 9/30 from to 
 all transactions before 9/30 from to 

both positions are under h"
